0;0;0;0;0,LotRpics//Done//cards1//01.png,-,-,0,yellow,2,-
0;0;0;0;0,LotRpics//Done//cards1//02.png,-,-,0,blue,1,-
0;0;0;0;0,LotRpics//Done//cards1//03.png,-,-,0,gray,1,0
0;0;0;0;0,LotRpics//Done//cards1//04.png,-,-,0,yellow,2,-
0;0;0;0;0,LotRpics//Done//cards1//05.png,-,-,0,gray,1,1
0;0;0;0;0,LotRpics//Done//cards1//06.png,-,-,0,gray,1,2
0;0;1;0;0,LotRpics//Done//cards1//07.png,pouch,-,0,blue,1,-
0;0;0;0;1,LotRpics//Done//cards1//08.png,harp,-,0,green,1,0
0;0;0;0;0,LotRpics//Done//cards1//09.png,fish,-,1,blue,1,-
0;0;0;0;0,LotRpics//Done//cards1//10.png,-,-,0,yellow,2,-
0;0;0;1;0,LotRpics//Done//cards1//11.png,pot,-,0,green,1,2
1;0;0;0;0,LotRpics//Done//cards1//12.png,crossbow,-,0,red,1,gondor-rohan
0;0;0;1;0,LotRpics//Done//cards1//13.png,anvil,-,0,green,1,1
0;0;0;0;0,LotRpics//Done//cards1//14.png,sword,-,0,red,1,lindon-arnor
0;0;0;0;0,LotRpics//Done//cards1//15.png,-,-,0,gray,1,0
0;0;0;0;0,LotRpics//Done//cards1//16.png,-,-,0,gray,1,1
0;0;0;0;0,LotRpics//Done//cards1//17.png,-,-,0,gray,1,2
0;0;0;0;0,LotRpics//Done//cards1//18.png,helmet,-,0,red,1,enedwaith-rhovanion
0;1;0;0;0,LotRpics//Done//cards1//19.png,horse,-,0,blue,1,-
0;0;0;0;0,LotRpics//Done//cards1//20.png,-,-,0,gray,1,3
0;0;0;0;0,LotRpics//Done//cards1//21.png,-,-,0,yellow,2,-
0;0;0;0;0,LotRpics//Done//cards1//22.png,-,-,0,gray,1,4
0;0;0;0;1,LotRpics//Done//cards1//23.png,horseshoe,-,0,green,1,3
